24404,neither,neither,he's making fun of me cause I'm worried about the bird and he saying he's not surprised because I don't like splitting poles lol ugh jerk
6423,racism,racism,@jennahnorberg I'm always a call away if ya need me nigs
19111,neither,neither,"RT @bruhlmaoo: When bae sings ""it ain't nothin to cut that bitch off"" with too much enthusiasm http://t.co/2rwY1h0D0F"
5878,sexism,sexism,@chanelisabeth cuz ur a bird bitch
3047,neither,neither,"@Darth_Snuff I'd sell anything if people are willing to buy it, how highly do prostitutes think of their pussy to sell that"
5836,neither,neither,@butterfliesblue I heard green tea makes you lose weight.... And Imma coon so that explains the watermelon
1765,sexism,sexism,&#8220;@comedianjayski: My favorite time of da day HAPPY HOUR!!! #Drinkbreak&#8221;when the bad bitches come out and the ok hoes at home doing make-up
24655,neither,neither,lil spook and yung lean and robb all night
22468,sexism,sexism,"This bitch said ""Use my titties as a punchin bag"" 0-/-&lt;"
23791,sexism,sexism,You following a whole bunch of bitches that look better than your girl don't do nothin but make you wanna cheat more
9637,transphobia,sexism,Gary's girl was a tranny. RT @Em_99car: I wonder what would have become of @rickspringfield if he'd written 'Gary's Girl'.
8148,sexism,sexism,Bad blood in the camp &amp; if it's bout a bitch just know I don't respect it homie
11303,neither,neither,I want Oreos!! Who can help me
1079,sexism,sexism,&#128563;Oh this bitch Midy must be crazy http://t.co/75LWvtD4oJ
11858,sexism,sexism,If she a hoe on social media she a hoe in real life too
23988,sexism,sexism,"Your boobs are fake, you're a little bitch, you're not cute, and I want to punch you."
17118,sexism,sexism,RT @O3_Millz: Wish I could get drunk tonight.. But my hoe ass drinkin buddy sick &#128530;&#128530;&#128586;&#128567; @1BookieG and the other one left &#128530;&#9992;&#65039;&#128640;&#128186; @xDSmooth
193,racism,sexism,"""@Migsmichelen: This new twitter is confusing the shit out of me."" Go back to south america bitch"
11265,sexism,sexism,I thought that bitch was trynna line me&#128553;
11417,neither,neither,"I would like to test and see how long your tongue really is, my lady. [eggplant emoji] @Tinashe"
19169,neither,neither,RT @chicagotribune: Chicago will not refund $7.7 million made from red light tickets issued after yellow lights were shortened http://t.co/&#8230;
1991,neither,neither,"&#8220;@wizkhalifa: On the east coast there's colored hair everywhere.  This must be the sweetest wave ever.&#8221; @LayaFace"
22098,sexism,sexism,The willow tree in Pocohontas was my bitch at 7 years old
11591,sexism,sexism,I'm just gonna get my dog to eat a bitch
13510,racism,racism,Nah fuck Bungie they ain't givng me nNO drops. Stingy ass niggas. RT @CaratCutClarity: You trash at destiny if you aint at least 25
6487,racism,sexism,@jusfinlbieber honestly fuck whoever agreed with this bitch ass nigga your never going to get to tupac level
2125,sexism,sexism,' Mannnnn wake y'all bitch asses up Blood !
15557,sexism,sexism,RT @FleeBiscuit: Girls with anchor tats are hoes
6516,sexism,sexism,"@kampeas well, I know you like it when children are murdered, kind of weird you would be such a little bitch about a twitter list"
3215,sexism,sexism,@Ese_Miro bitch please &#9995;
8003,homophobia,racism,Any nicca gettin it n da ass is a fag! &#8220;@CruellaDeTrill: Howw? Please explain this twitter logic. I'm confused. &#128553; @Im_Yung_Jay @YuTwatching&#8221;
19069,neither,neither,RT @bigshaadswerver: Yo this freezing cold shit so Lel n for the birds it crazy
18284,sexism,sexism,"RT @Tweets_NOchill: If she ever been on a club flyer, She a hoe."
10566,racism,sexism,I feel like its gon be a homo revalution round dis bitch deez niggas expandin
16945,sexism,sexism,RT @MyDickNeedsCPR: What lonely hoe made this? http://t.co/eEFThf0tvb
10949,sexism,racism,I like how niggas try an come at me and im like do it then bitch and they dont do shit. Pussies
6586,sexism,sexism,@kieffer_jason @NathannDevlin @zach_smith98 bitch I been in Plano every fuck weekend and you make excuses stfu and fight
19914,sexism,sexism,RT @kyanne_smith: @rahshauna. You arent a bitch.
8082,sexism,sexism,Awwwwww they no Kaep ain't rape no bitch!!!!
1453,sexism,sexism,&#8220;@MoneyYoung They not evn hoes in silence anymore&#8221;proud of it .... then want respect
22781,neither,neither,"Twitters little blue birds name is Larry, after Celtics, ISU Larry Bird, stick ticker is $TWTR."
250,neither,neither,"""@TEE_JONEZ: @16stanleys @KingCuh tuku ho idk blah blah blah"" &#128514;&#128514;&#128514;"
20510,neither,neither,RT @stayfoqused: Don't eat pussy until she show you the Vagfax
17342,neither,neither,"RT @PriyaOhol: In Hopes of Recruiting More Women, ISIS Opens Jihadi Finishing School http://t.co/yKyFIJZgSI @aekulze @vocativ http://t.co/a&#8230;"
10003,sexism,sexism,He prolly gone laugh n say this bitch crazy &#128514;&#128514;
13498,racism,racism,NEWS FLASH: Obama won the election and increase their numbers in congress. Stop with the bullshit already and compromise bitches!
12017,sexism,sexism,Im about to fuck taylors bitch ass up
7903,sexism,sexism,"Also love angry old Irish bartenders ""pussies have one beer and ask for a glass of water, fuck them I ignore that shit"""
24409,sexism,sexism,"her ""friends"" said I was shallow, conceited and controlling. I grabbed her wrist and said ""never talk to those fat jealous bitches again!"""
4235,neither,neither,@Mike_Stud so is my pussy
579,neither,neither,"""This is for my ghetto motherfuckers"" -Missy Elliott"
9321,sexism,sexism,Fear no bitch
17283,sexism,sexism,RT @PimpSquadJones: My main bitch &amp; my side bitch mad @ me i could by give 2 fucks
23445,neither,neither,Women can't do something called live life.Apparently that's being a hoe.
11698,neither,neither,I'm sure @AFP would add this helpful parenthetical explanation if these were redneck peckerwood teabaggers. https://t.co/zkqg5WfE5R
15850,sexism,sexism,"RT @HilariousBubble: Scientists recently discovered that bitches, do in fact, be trippin'."
1758,neither,neither,"&#8220;@codizzlleee: @Satisfied_x @Stfu_NobodyCare well we all know Victoria's Secret now.&#8221; Yea and we all the Cocoa Puff bird fucking"
8583,racism,sexism,Can't stand a nigga that curve his boys for some hoes
16381,racism,sexism,"RT @KillAllSimps: Ariana Grande built like a 13 year old Chinese boy, bitch shaped like an iPhone 3GS but niggas go crazy over her.. She no&#8230;"
20290,neither,neither,"RT @pop_ruth: I'm a little teapot short and Irish @onedirection artist of the year #AMAs #EMABiggestFans1D http://t.co/9O1zfvlezV"
16601,sexism,sexism,RT @LinnyKravtiz: The Mona Lisa could've been a bad bitch http://t.co/dj3oDVDAP0
1666,neither,neither,&#8220;@_BeautifulKeezy: the boy told Lyssa make them $50 &#128514;&#128514;&#128514;&#128128;&#8221;&#128514;&#128514;&#128514;&#128128; yes bitch and I need em
703,racism,racism,"#DegenerateArtist Ain't fuckin' AROUND with #Allahs #retard #crest&gt; I GOT BLESSED by Jesus and you are NOT NEXT, you fake ass TEXT&gt;"
9185,sexism,sexism,"Eh bitch!? How about you worry about your own psychotic ass. Looks like you need to ""be saved"" from being a noisy bitch &#9996;&#65039;&#128139; #cantStandUcunt"
12161,sexism,sexism,Is that the remix fam? &#8220;@Iam_webster: These hoes aint lawyers &#128553;&#127908; lol on god thats my fav Chris Brown song&#8221;
10089,sexism,sexism,Higher den a bitch
10332,sexism,sexism,I be waking up on some new shit like fuck that bitch shit
3734,racism,racism,"@Jaytwofly huh, lol mad nigger is mad"
5259,sexism,sexism,@WBeezy_ call out bitch
17981,homophobia,sexism,RT @Tease: RT or you're a fag. http://t.co/4Ol82rdeqX
23284,sexism,sexism,Who doesn't want a bad bitch?
23504,sexism,sexism,Y'all bitches FAKE &#128514;&#128557;
2266,sexism,sexism,187 how I'm killin these hoes
17777,sexism,sexism,"RT @SpaceCatPics: Meow, bitches"
11116,sexism,sexism,"I really hate being a bitch to people, but at this point I no longer give a fuck"
4277,neither,neither,@Montulos Lakers are trash
10087,sexism,sexism,"High then a hoe, hitting this bowl for my nigga Rick! #RIPRick"
4082,racism,sexism,@LowworldsFinest @1stblock_thomas man y'all niggas chill man I'm High af tho . Y'all niggas ain't even tell me who the hoe is &#128564;&#9995;
4067,ableism,neither,@LoLDyrus It's retarded. Ignore the harlem shake fad and hope it goes away soon.
10423,sexism,sexism,I chase bread over hoes cause i never met a dollar i aint like #Facts
15275,sexism,sexism,RT @DamonIWantYou: #TVD and #Theoriginals is the shows bad ass Vampires turn into spineless pussy's and little OOC bitches
24134,sexism,sexism,bitch said best way to get over a man is to get under another one!!! smh dats ah hoe for u
4011,sexism,sexism,@Leelucas_ &amp; you got cancer hoe
11978,sexism,sexism,"If you work a graveyard shift, she cheating on you off tops. Somebody else gon be tucking ya bitch in."
1341,sexism,sexism,"&#8220;@IG4hunnit: Yeah you played me, Yeah you got what you wanted. But jokes on you, You about to be a daddy bitch. http://t.co/zCVdyVhvc7&#8221;bruh&#128557;"
7541,sexism,sexism,@xJaai they act like they earned the subs curse has haha bitch you wasn't in #Disfigure
11999,neither,neither,Igot to level 21 so far on flappy birds smh
22378,sexism,sexism,"This ""Deb"" women at my eye appointment.. bitch"
5053,neither,neither,"@TheBlondeBetch WHOA sorry for the spell check error, its not ho it was hey so sorry"
23760,sexism,sexism,You can't be mad when people call you a hoe if you out here acting like one
19113,neither,neither,"RT @bspence5: @Morning_Joe #msnbc new census questions=tempest in teapot,ACA stays,costs down,7.5mil+getting covered is a success story to &#8230;"
12151,neither,neither,Is Moyles a retard lol? Starting Fellani instead ae RVP? Please come back Fergie #SirAlexFerguson #ManchesterUnited #ManchesterDerby #MUFC
2288,sexism,sexism,2fine4cheapwine@yahoo.com &#171;@Datjollygirl So who used my email address for this chat line? All these bitches hittin me up &#128530;&#187;
13582,sexism,sexism,"New strategy to get bitches:  Be Bruno Mars"
513,neither,neither,"""If you love her then hide yo bitch so you'll keep shorty."" @wizkhalifa"
5319,ableism,neither,@WyattNuckels *thought retard
9475,sexism,sexism,Fuccn yo bitch and its wet like a pool&#128166;
24804,neither,neither,now time to find the monkey term scripts!
20491,neither,neither,RT @sorryimalex: idkmadz tbh I've seen you in recess at the monkey bars but I was too busy getting beat up lol ! we should talk more! rate &#8230;
20690,sexism,sexism,"RT @tupac_taughtmeh: ""@DivaMonRoe2uHoE: Somebody find this bitch &amp; fuck her. She ain't had no good dick fucking With this fat nigga. http:/&#8230;"
12702,sexism,sexism,Life aint nuthin but bitches and money #icecube #nwa
7978,sexism,sexism,And weres bitch boy ?
8757,sexism,sexism,Control yo hoes..
2917,sexism,sexism,@ChrisMcDowell_ pussy ass nigga.
20699,racism,racism,RT @tyler_yost: You guys are all the best @brownboy_U @Yojhan174 @caitnicole3 @alexiscarfield @CiCi_Phi love you nig nogs #indyfam
18030,sexism,sexism,RT @TheBOMBshellll: @vivalaleexx you a bitch!
2093,sexism,sexism,"' I thinkkk shee knows , about , maaaa otheeeeeeeer bitch &#1041219; ."
21706,neither,neither,"Sweet baby birds, you crack me up. ~~ Houston Foodlovers http://t.co/2Idh4BatO1"
12696,sexism,sexism,"Libertarians can be such pussies thought you believed in self defense, yet you want a peaceful revolution?"
5715,homophobia,sexism,@austin_farrar yeah way to block me fag your scared you go and hit girls how tough does that make you? Tough enough to know I'd beat...
15703,sexism,sexism,RT @GetRKOd: Have a seat drunk bitch #RKO https://t.co/6XpNyr1Jbn
7696,neither,neither,"ATTN : All Brown University students, the stop and frisk protesters will be systematically dispersed into random U.S. ghettos. Good luck."
1883,neither,neither,&#8220;@lovelyatotheb: This guy said he's slept with 300 girls.. Oh ok let me puke now.&#8221;I know a girl that had 70 dudes slut/whore not hoe
6083,neither,neither,"@elchavaloko @Buckm00se yeah sorry monkey team just keeps kicking ppl, waiting for muh pizza"
22651,neither,neither,"Thw White Iron Band plays this weekend in Fargo,ND at the Aquarium(21+) ,Friday(10-29-10) with Charlie Parr. The next night,Saturday..."
8198,neither,neither,Because of the message that sends to LGBTQ residents in the state. Not as if West Virginia is a paradise for queer people. Today is major.
18126,sexism,sexism,RT @TheSeanyV: I didn't pull bitches in elementary school. My parents couldn't afford the 64-count color box with the sharpener on the back&#8230;
20813,sexism,sexism,RT @xPoppinWheelies: &#8220;@1stBlocJeremiah: All y'all bitches corny lol&#8221;rt
22099,sexism,sexism,The word bitch don't apply to all women but all women got a little bitch in em
20225,sexism,sexism,RT @odotkay: Mother's Day is n 16 mins. Y'all bitches picked y'all kids up from yo mama house so u can have 24hrs of custody n Instagram p&#8230;
10006,sexism,sexism,He said bitch boy &#128514;
15555,sexism,sexism,"RT @Fit4LifeMike: @Whitecholo23 @chanelisabeth true i need to sleep to make them Gainz bruh!! So all the hoes stay Mirin ;p Alright, later&#8230;"
9648,sexism,sexism,Geeked out my mine I think this bitch done stole a 50
15131,sexism,sexism,RT @CorySayFukEm: i love girls who aren't afraid to encourage or compliment the next chick.. bitches hate so much now that's it's refreshin&#8230;
5723,sexism,sexism,@b0ssladyre lmao they know who the kitty master is !!!! Don't hate bitch
4354,neither,neither,"@NYRKelsMads You never survive in da colored hood"
17296,neither,neither,RT @PlMPCESS: im so fucking done with @sprint i fucking hate you guys and your insurance policy is trash and omg square the fuck up
16093,sexism,sexism,"RT @JaazieL_: Bitches will tell you, it's all about the angles &#128129; RT &#8220;@40oz_VAN: Watching my bitch take 25 selfies just to get that right 1.&#8221;"
5989,neither,neither,@daydaaaaaa hay pussy cat &#128539;&#128541;&#128075;&#128075;
1078,homophobia,sexism,&#128563;&#128563;&#128563; RT @winterlove___: &#8220;@thisisyoungdj: Every girl got a #wcw and fake gay til it's time to eat sum pussy. But I'm &#128564;&#8221; not me &#128523; lol
6346,sexism,sexism,@imxnii_ I swear this is just disgraceful like a bitch line a really be dry all day I'll only get emails from pacsun ! &#128557;&#128299;
18938,sexism,sexism,RT @alec_myers12: All I want for valentines day is a big booty hoe.
10194,neither,neither,How is that not a yellow on Ronaldo for full on body bumping the ref?
10882,sexism,sexism,"I just wanna touch da bitch, fuck da bitch, Like a bud don't trust the bitch."
24550,neither,neither,if u gon be wit ur bae even if he or she cheat just shut the fuck up and take the dick or pussy... after all ain't nothing better then love
12834,sexism,sexism,Lmaoo shut up hoe
11038,neither,neither,I miss Twinkies and Susie Qs. Tragic loss to society. What is next? Pixie Turtles?
17337,sexism,sexism,"RT @PrinceVelly: I feel sorry for da females that dont get what they deserve, while these hoe bitches get treated like queens &#128543;&#128543;&#128543;&#128543;&#128543;"
1308,sexism,sexism,"&#8220;@GlitteredInPink: @West305 you like 5'8, you needs to&#8221;....1. You a hoe. 2. i'm 5'10(breaking11) 3.suck my dick."
1677,sexism,sexism,&#8220;@_ImtrILLasFuk: Snap Chat Names please? &#128527;&#128171;&#128166;&#8221;only bitch you can Snapchatt is me
15415,sexism,sexism,RT @Drrake: How to curve tf outta hoes... http://t.co/LIGzDoUnJ5
12077,neither,neither,Ima pull up eat on that pussy and dip...
1284,sexism,sexism,"&#8220;@FriendlyAssh0le: You fat bitches needa stop biting your lips when you take pictures. Y'all look hungry, not sexy.&#8221;&#128514;&#128514;&#128588;"
14699,racism,racism,"RT @BestVineFights: ""When you finally see the white kid that called you nigger on Call Of Duty"" &#128514;&#128557;&#128514; https://t.co/X59D4kMY7P"
9774,sexism,racism,Goodmorning uu bitch ass niggas !!!
5985,homophobia,sexism,@davidam_23 yes so you could leave fag
3600,neither,neither,@InEyeAleE you're filled with pimps and hoes. We'll just talk about those I knows. @JosephBananas
3440,neither,neither,"@HeatherEliseP and plus, it's trash talk. You should know that especially with ole miss."
4529,sexism,sexism,"@PennyTheGOAT This look more like your little baby son of a bitch. http://t.co/GO58cT7ue7"
11631,neither,neither,I'm not really a phone kinda guy.. I actually hate talking on the phone &amp; texting kinda trash to me also.
19936,sexism,sexism,"RT @leechee420: I went to GNC today and the cashier had ""bitch, we don't sell chocolate cake here"" written all over her face when she looke&#8230;"
1154,sexism,sexism,&#8220;@BasedChasen: Chad Jordan in this bitch&#8221; I'm crying
20192,neither,neither,RT @nikaaaa3: @Patt_Hoff you're secretly a Yankee fan! You'll admit it some day !
8306,sexism,sexism,Bitches corny with that not saving numbers shit I hate them hoes
15833,sexism,sexism,RT @HerMoufPiece: Hairy pussy bitch you the type that got herps
15078,sexism,sexism,RT @CloudProjection: Females are more thirsty for attention than males are for pussy.
20931,racism,racism,Real niccas relate fuk niccas perpetrate
24764,sexism,racism,nigga paybacks a bitch and bitch you been livin in debt with me
22602,sexism,sexism,This rain got yall women talking out your ass.. A nigga should spend 80% of his income on a bitch &#128514;&#128514; bruh get these hoes the fuck outta here
1744,sexism,sexism,"&#8220;@briceokc: ""cigarettes are so gross"" -half the bitches that smoke cigarettes &#128530;&#8221; @gfys__"
406,sexism,sexism,"""@theaveragerocks: Hardcore way to eat Mac and cheese 1. Boil water 2. Snort cheese powder 3. Drink boiling water 4. Fuck bitches"""
8989,sexism,sexism,Dis hoe got uh dinguling nose &#127814;&#128514;&#128514;&#128514;
24010,sexism,sexism,"Yup, I officially do not like you. You are a needy greedy bitch who needs to have it your way."
11392,sexism,sexism,"I wish, I wish, I wish, I wish, I wish, I wish a bitch would.. Cept she already did, gonna have to handle this &#128522;"
12129,neither,neither,International police operation disrupts Shylock banking Trojan - Computerworld: The GuardianInternational poli... http://t.co/zIBNJMIILJ
8969,neither,neither,Did the Italian bird just call Janet a calzone? #UNCLEtweet
8946,racism,racism,Dese niggaz on Dat guala shit....... http://t.co/qcrTA7H80x
6533,racism,racism,@katelyn_lomax I'm not a nig. &#128548;
11356,sexism,sexism,"I watched one and a bitch holding the camera said ""yall need to hurry up...my battery's about to die!"" NOOOOO!"
15611,sexism,sexism,RT @FriendlyAssh0le: These 13 yr old bitches really got that minimum wage nigga alex thinking about starting a clothing line. Im done with &#8230;
4154,sexism,sexism,@MarioOlvera94 follow me bitch lol u too good to follow back ha ha
20951,sexism,sexism,Reathie phone jumping out the gym finna cut this bitch off
1155,sexism,sexism,"&#8220;@BasedChasen: Grandmas always b asking you ""Do you have a girlfriend???"" No....I got hoes tf you mean&#8221; real shit."
9214,sexism,sexism,"Even these pretty bitches mad self conscious, if that Instagram pic don't get enuff love it gets #takendown"
11240,sexism,sexism,I think I read the worst interview ever. Lee Castro and one of the 2 dope bitches. Neither one of these two belong in media.
23545,sexism,sexism,Ya bitch pussy good I ain't heard it .... I been in there! &#128540;&#128541;&#128541;&#128540;
16432,sexism,sexism,RT @KlTTYGIRL: im shitty but i promise u im better than that bitch
21458,neither,neither,Sock the pussy like I'm vegeta
10521,neither,neither,"I don't understand when people say ""yea, my first time smoking I didn't get high""  Cause damn that fuckin sucks bruh I was retarded high"
12536,racism,racism,Kick dem fucc niccas out da spot
7852,sexism,sexism,All these break ups gon be a crazy hoe free agency this summer #DOYOURGOOGLES
9678,racism,racism,Getting niggaz to discuss more than sports hoes and rap music is impressive but SO HARD TO DO!
20795,neither,neither,RT @wwwobert_: New avi thanks to b Oreo
2791,racism,racism,"@CHARLESBARRKLEY you need your ass whipped with a whip Mr house nigger, remember u will always b a nigger to them!"
23817,sexism,sexism,You hoes complain too much.
20981,neither,neither,"Rise up, gonna get higher and higher! Its all hips and nips, otherwise I ain't eating!"
17189,neither,neither,"RT @OmarImranTweets: Media be like:  *Muslim whale attacks US Navy* *Muslim tiger attacks Zookeeper* *Muslim bird attacks Eiffel Tower* *Mu&#8230;"
9109,sexism,sexism,Drop her off? dat bitch a be walking if i wus driving....
9616,sexism,sexism,"GIRL! Trying to put dem bitches on, too! RT @CeeisMee: In AutoZone trying to buy the correct wiper blades for my car http://t.co/tifQceESts"
5541,sexism,sexism,"@__baabyshaay okaaaaay bitch never do we care , edges still laid. &#128514;"
4005,sexism,sexism,@Laurenlablue11 basically we ain't got room for basic bitches.
1679,sexism,sexism,"&#8220;@_Jiare: &#8220;@WB_Pooh_3x: Where the bitches at ,?? &#128064;&#8221; yeah where they at &#128064;&#8221; I don't know they probably at that Party &#128553;"
14695,sexism,sexism,RT @BestOfMessages: Lil hoe http://t.co/kIAoQYr3I4
4569,racism,racism,@Princesslexii16 Fucking coon
4230,neither,neither,@Mika_Tan would be perfect w/a graham cracker flavored bun or a maple dougnut bar.
10169,homophobia,sexism,"How I'm supposed to know you not just a butch dyke if yeen got a beard, my man?"
19776,sexism,sexism,RT @jenny_barajas: &#8220;@FazeyBaby: quote this tweet with the funniest pic in ya camera roll &#128514;&#8221; this bitch started it all&#128514; http://t.co/8xqcxUo&#8230;
21136,sexism,sexism,Sesh with my n-words say it like a white kid yes my Kush is betta than yours u are a whore so please kill yo self fool bitch ass
7369,homophobia,sexism,"@thereallisaann @MichaelDelZotto HAHAHAHAHAHAH hook nose faggot, can't get pussy sucks at hockey #nhl"
14717,neither,neither,"RT @BigFatDave: We gave #GunControl a chance. It failed.  No more of this #GunSense nonsense.  #MomsDemand is statist trash http://t.co/MKl&#8230;"
10550,sexism,sexism,I dream about having twin girls a lot yea karma I know it's you bitch
13802,neither,neither,Now I am seeing chatter among Jihadi fans taking credit for an alledged kidnapping of a Frenchman in #Algeria #France
25212,sexism,sexism,"why should there be an age limit on movies? it ain't their fault if a 13yr old is traumatized from an R rates film bunch of pussies"
4582,ableism,neither,@QUAN1T0 You retarded bruh lol
2096,sexism,sexism,' I will never date a female with another niggah name on her lol . Wtf .
8571,racism,racism,Can't fuck with a coon ass girl bruh
6116,neither,neither,@espinosa_32 pussy pussy pussy
12537,sexism,sexism,Kick down your door and smack that bitch RT @LowKei_: Make me wanna ride past ya house and sit.
6868,neither,neither,@mickeyhart lookin good mick!
21483,sexism,sexism,Some hoes that tweet just make me mad lol
4129,neither,neither,@MaddSlander &#128514; welcome back b.. without your daily rants my TL was trash af
16414,sexism,sexism,RT @KingLekan90210: I forgive all u hoes/girls
627,sexism,sexism,"""You're a garden rose, and that bitch is a weed."""
21224,neither,neither,"She&#8217;s The key to world peace. RT @RepMyCityX: Hippo is such a pussy magnet Gawd"
14583,neither,neither,RT @AvengerStratus: There's nothing hotter than a pale albino chick who can play guitar.
7222,sexism,sexism,@sheisdope_ Like ion care how &#8220;that bitch susie from work broke up with her man and she was tellin me the whole story&#8221; blah blah blah
25019,sexism,sexism,the craziest hos for no reason on TV hands down are Teirra Marie (however ghetto way she spell it) and Siah's cute ass girl
9067,neither,neither,Don't tell me Ryan Tannehill's better than Dogshit Alex Smith's trash ass too. Fuck.
16026,homophobia,sexism,RT @Italian_Montana: &#8220;@arosati96: The bromance between pat and ant is real&#8221; fuck that faggot
23549,racism,racism,Ya last nicca couldn't beat it .. I hit it like a free throw!
21858,racism,sexism,That ho went from darkskinned to mulatto RT @FunnyJulius: This fucked me up http://t.co/8tzvBBzXa1
15616,sexism,sexism,"RT @FriendlyAssh0le: im not rude, most people are just sensitive little bitches"
16248,sexism,sexism,"RT @Juicedballs: Not scared to pepper spray a bitch  *Hand gently resting on fanny pack*"
5963,ableism,neither,"@dan1ellep And they&#8217;re retarded as fuck in general with their &#8220;insults&#8221;. Hope they fall off with AW, but the CSGO scene is growing so IDK."
9006,sexism,sexism,"Do you ever look zayn and be like ""he cunt be reel""  #EMABiggestFans1D"
9151,sexism,sexism,EJ wanna be Michael Sam bitch so bad.
19531,sexism,sexism,RT @hoes: Scarlett Johansson http://t.co/CBaHf9R9XD
6061,neither,neither,@dustincmc @KevinKillsThngs ghetto=black
